SalesID,Product,Region,Sales,Year
90,Product C,East,2887.71,2025
91,Product C,East,4420.37,2024
92,Product A,West,4715.34,2026
93,Product C,East,3723.86,2023
94,Product C,South,524.44,2024
95,Product A,South,3378.86,2022
96,Product C,East,2110.49,2025
97,Product E,West,2406.43,2026
98,Product B,East,340.83,2023
99,Product B,North,1036.2,2022
100,Product A,North,3973.52,2024
101,Product D,North,2324.4,2025
102,Product A,East,1578.14,2024
103,Product D,East,1981.69,2024
104,Product B,East,4286.56,2023
105,Product A,North,3770.1,2022
106,Product E,West,1434.35,2026
107,Product C,South,675.76,2023
108,Product D,East,1334.79,2025
109,Product C,West,4611.71,2024
110,Product C,South,2949.79,2025
111,Product A,South,2714.05,2023
112,Product C,South,3022.33,2023
113,Product E,West,1893.54,2026
114,Product C,West,4054.82,2024
115,Product A,North,2664.1,2023
116,Product E,West,672.06,2025
117,Product B,West,732.42,2026
118,Product C,West,2730.61,2025
119,Product A,South,4689.19,2024
120,Product B,East,1610.93,2026
121,Product B,North,4360.75,2026
122,Product D,East,3844.07,2026
123,Product E,East,1314.28,2022
124,Product C,West,278.07,2026
125,Product A,North,599.05,2025
126,Product D,East,3669.62,2025
127,Product E,East,1078.38,2024
128,Product D,North,1919.23,2023
129,Product E,West,2558.33,2023
130,Product E,East,3654.79,2022
131,Product C,South,654.83,2026
132,Product E,East,2091.2,2022
133,Product D,South,2476.86,2024
134,Product E,West,2750.05,2024
135,Product C,East,4109.97,2023
136,Product C,North,941.22,2024
137,Product D,North,4058.37,2026
138,Product B,East,3495.1,2025
139,Product B,West,2823.77,2024
140,Product E,West,3527.69,2022
141,Product A,North,2118.89,2026
142,Product E,East,778.15,2024
143,Product D,West,3362.25,2024
144,Product D,North,2670.89,2026
145,Product D,South,3232.94,2024
146,Product D,East,1756.19,2025
147,Product D,South,4543.65,2023
148,Product C,South,2978.11,2026
149,Product B,West,518.47,2022
150,Product D,West,2304.04,2024
151,Product A,West,3806.14,2023
152,Product A,East,3991.26,2022
153,Product A,South,2523.53,2022
154,Product A,East,4484.26,2025
155,Product C,West,1411.58,2023
156,Product A,South,2111.93,2026
157,Product D,East,4503.12,2023
158,Product E,East,4491.66,2023
159,Product A,North,3459.99,2022
160,Product C,East,4309.0,2025
161,Product C,West,534.99,2025
162,Product A,East,4338.48,2023
163,Product E,South,1671.04,2023
164,Product A,East,973.82,2024
165,Product C,North,1272.91,2022
166,Product B,South,2148.05,2026
167,Product D,South,1330.84,2026
168,Product C,North,1670.78,2025
169,Product A,West,761.39,2022
170,Product D,South,1551.27,2025
171,Product A,West,2904.19,2026
172,Product A,South,2265.08,2023
173,Product B,South,1798.92,2022
174,Product D,West,3757.62,2022
175,Product D,South,4478.2,2024
176,Product B,West,3808.27,2023
177,Product C,North,1726.8,2023
178,Product A,West,3747.77,2025
179,Product E,North,844.7,2022
180,Product A,South,738.56,2025
181,Product A,West,1793.57,2023
182,Product C,South,4057.74,2024
183,Product A,West,1307.11,2022
184,Product B,North,409.94,2023
185,Product B,North,745.38,2024
186,Product D,West,4307.85,2026
187,Product E,North,3205.54,2023
188,Product A,South,1340.69,2026
189,Product A,South,2820.95,2025
190,Product C,East,2685.14,2026
191,Product B,North,3311.64,2023
192,Product E,South,1242.62,2026
193,Product D,West,4335.57,2022
194,Product B,North,1615.91,2023
195,Product D,South,3501.25,2024
196,Product C,North,179.01,2026
197,Product C,West,1926.02,2022
198,Product A,South,1823.38,2025
199,Product E,East,2763.07,2025
200,Product D,East,456.41,2026
201,Product B,North,3971.64,2025
202,Product C,West,1167.13,2024
203,Product A,South,3417.49,2023
204,Product A,West,4035.74,2022
205,Product D,South,2853.2,2026
206,Product C,North,3730.33,2025
207,Product E,South,3343.12,2023
208,Product C,West,1842.1,2024
209,Product D,West,4063.41,2025
210,Product D,North,1544.04,2025
211,Product C,West,2898.94,2022
212,Product D,South,3752.45,2024
213,Product C,North,1956.88,2024
214,Product B,South,1583.56,2026
215,Product C,West,2350.8,2022
216,Product C,North,4108.02,2026
217,Product D,South,4656.62,2022
218,Product D,West,2770.91,2024
219,Product A,West,3341.18,2022
220,Product A,East,4526.04,2022
221,Product B,West,582.88,2022
222,Product A,South,1237.19,2023
223,Product C,North,3573.61,2023
224,Product D,East,4136.35,2024
225,Product A,West,4299.44,2022
226,Product A,West,2134.03,2024
227,Product B,West,537.77,2023
228,Product B,South,2245.13,2022
229,Product C,East,1230.6,2026
230,Product D,South,1526.86,2023
231,Product B,East,3884.11,2023
232,Product A,North,470.08,2023
233,Product D,South,4155.15,2022
234,Product D,South,2195.58,2025
235,Product A,North,3020.71,2026
236,Product B,East,539.3,2026
237,Product A,West,1753.06,2024
238,Product D,North,539.53,2022
239,Product E,West,4811.56,2023
240,Product E,West,4055.58,2025
241,Product C,North,2352.2,2022
242,Product A,East,1195.65,2022
243,Product A,West,4673.93,2025
244,Product C,North,1788.52,2023
245,Product C,South,888.82,2022
246,Product C,South,2859.51,2026
247,Product D,South,4724.49,2026
248,Product A,North,118.77,2025
249,Product D,South,1266.81,2023
250,Product C,West,4698.39,2025
251,Product A,South,938.32,2022
252,Product D,South,654.89,2026
253,Product D,West,2893.92,2024
254,Product C,South,4323.03,2025
255,Product A,West,2437.84,2024
256,Product C,South,4973.36,2024
257,Product A,West,3427.94,2026
258,Product E,South,462.97,2025
259,Product B,West,4964.88,2024
260,Product B,North,2098.68,2022
261,Product B,West,1508.27,2023
262,Product C,South,2833.61,2023
263,Product E,South,1591.11,2026
264,Product A,East,523.64,2025
265,Product D,West,107.0,2025
266,Product A,North,2302.96,2023
267,Product D,West,4200.63,2022
268,Product A,West,2904.34,2023
269,Product E,North,4996.12,2023
270,Product D,West,1505.55,2025
271,Product C,North,1474.23,2024
272,Product A,North,882.77,2022
273,Product A,West,903.91,2025
274,Product D,West,1497.41,2023
275,Product C,South,3984.92,2024
276,Product C,South,4538.21,2022
277,Product E,East,4877.93,2026
278,Product C,East,1238.22,2022
279,Product C,West,4418.36,2022
280,Product C,North,1708.45,2023
281,Product B,East,652.92,2023
282,Product E,West,4363.12,2026
283,Product A,East,3216.92,2026
284,Product D,North,907.18,2026
285,Product A,West,2206.17,2025
286,Product E,North,1507.56,2025
287,Product D,West,3710.29,2023
288,Product E,East,2321.74,2023
289,Product C,South,4947.47,2026
290,Product D,East,368.25,2025
291,Product C,East,1839.57,2024
292,Product A,South,2461.31,2025
293,Product A,South,2565.35,2023
294,Product D,West,1648.09,2025
295,Product D,West,3673.28,2023
296,Product E,North,4386.26,2026
297,Product E,North,4699.72,2026
298,Product C,East,4044.96,2026
299,Product D,South,4267.84,2024
300,Product A,North,2797.67,2024
301,Product E,East,4146.85,2023
302,Product E,South,1587.17,2022
303,Product A,West,2052.55,2024
304,Product E,East,1652.87,2023
305,Product C,West,2390.2,2025
306,Product D,North,1499.34,2026
307,Product A,North,4811.9,2026
308,Product D,South,1632.94,2026
309,Product E,East,580.42,2023
310,Product E,West,2681.4,2026
311,Product A,South,379.79,2024
312,Product C,North,641.66,2025
313,Product B,North,1175.01,2026
314,Product A,East,2375.32,2023
315,Product B,West,2222.93,2025
316,Product B,East,4018.49,2026
317,Product C,West,3723.43,2022
318,Product B,West,2188.96,2026
319,Product B,East,1735.15,2024
320,Product C,South,1650.7,2025
321,Product B,East,3892.58,2024
322,Product B,East,355.15,2022
323,Product B,North,162.83,2022
324,Product A,North,3998.17,2024
325,Product A,East,2438.02,2025
326,Product A,East,741.32,2022
327,Product C,North,1254.27,2022
328,Product E,West,4669.27,2026
329,Product B,East,4311.56,2023
330,Product B,South,3577.95,2022
331,Product C,South,2462.9,2025
332,Product B,South,2649.59,2025
333,Product A,East,4878.7,2026
334,Product E,West,4832.28,2025
335,Product D,West,1154.82,2026
336,Product B,North,4074.41,2022
337,Product A,East,1066.49,2022
338,Product D,West,1146.33,2022
339,Product E,East,3412.86,2022
340,Product D,North,2084.51,2023
341,Product A,North,4664.57,2023
342,Product D,North,536.15,2022
343,Product C,South,2606.48,2025
344,Product D,East,4600.76,2026
345,Product B,North,4530.16,2024
346,Product B,East,866.99,2026
347,Product C,South,1896.52,2024
348,Product A,South,3133.69,2024
349,Product B,North,881.03,2022
350,Product E,North,4843.31,2024
351,Product B,West,4582.27,2022
352,Product B,East,918.06,2023
353,Product A,North,693.66,2025
354,Product D,West,518.5,2024
355,Product B,East,4556.27,2025
356,Product C,North,1048.76,2022
357,Product D,West,2139.8,2024
358,Product E,West,2299.37,2026
359,Product A,East,3035.15,2023
360,Product E,West,451.5,2023
361,Product D,East,1211.12,2024
362,Product D,East,4664.3,2023
363,Product D,East,4551.21,2026
364,Product E,South,3928.32,2025
365,Product D,West,195.07,2026
366,Product E,East,1702.33,2023
367,Product D,North,3177.0,2025
368,Product C,South,1448.43,2026
369,Product D,South,4556.97,2022
370,Product E,West,3206.06,2022
371,Product B,East,452.34,2025
372,Product D,West,4554.13,2025
373,Product B,South,4793.06,2025
374,Product C,East,480.79,2022
375,Product A,North,2708.57,2026
376,Product C,East,1586.48,2025
377,Product D,South,2024.91,2022
378,Product B,North,980.29,2025
379,Product B,East,2932.55,2025
380,Product E,North,4794.1,2025
381,Product B,North,2565.06,2022
382,Product E,South,506.28,2026
383,Product A,North,3138.01,2022
384,Product D,West,1767.09,2022
385,Product E,South,4294.03,2025
386,Product A,West,2229.92,2024
387,Product B,North,1044.91,2024
388,Product B,West,1036.42,2024
389,Product A,East,3866.94,2022
390,Product B,North,1401.38,2025
391,Product A,East,3859.44,2024
392,Product E,West,1108.85,2023
393,Product E,East,1676.26,2023
394,Product A,North,2380.89,2023
395,Product E,East,4721.66,2026
396,Product E,West,4665.48,2025
397,Product E,West,1113.67,2022
398,Product C,West,1855.27,2022
399,Product D,North,832.06,2025
400,Product B,West,2598.93,2026
401,Product C,North,2356.85,2025
402,Product E,East,4513.72,2026
403,Product A,West,4657.03,2024
404,Product E,East,1979.48,2024
405,Product D,South,2509.52,2026
406,Product E,East,4491.56,2025
407,Product A,South,4052.87,2024
408,Product D,East,117.92,2025
409,Product E,North,1668.29,2024
410,Product D,East,2166.69,2025
411,Product B,North,1225.61,2025
412,Product B,North,1077.9,2023
413,Product E,West,285.14,2026
414,Product D,North,3252.51,2022
415,Product A,South,1386.3,2026
416,Product E,West,356.5,2025
417,Product B,West,1231.8,2025
418,Product B,East,4029.38,2026
419,Product E,North,4272.3,2025
420,Product D,North,2467.02,2024
421,Product B,South,2138.75,2025
422,Product D,East,4891.48,2026
423,Product B,East,1082.77,2026
424,Product B,West,1155.26,2026
425,Product C,West,1530.15,2023
426,Product B,West,946.51,2023
427,Product A,South,1958.89,2023
428,Product E,South,4563.09,2023
429,Product E,West,3115.2,2023
430,Product D,East,2118.54,2023
431,Product B,South,4678.61,2023
432,Product A,East,337.47,2026
433,Product D,East,1130.35,2022
434,Product C,North,2872.85,2023
435,Product D,West,3116.21,2026
436,Product D,North,293.83,2022
437,Product B,West,2074.89,2023
438,Product C,West,3280.85,2022
439,Product D,East,3520.55,2022
440,Product A,West,3226.89,2024
441,Product A,East,1670.76,2025
442,Product E,East,558.25,2024
443,Product C,West,2192.85,2022
444,Product C,East,730.9,2026
445,Product E,East,4743.36,2023
446,Product D,East,2428.34,2025
447,Product C,South,1654.57,2023
448,Product A,East,3854.89,2026
449,Product A,South,2539.95,2025
450,Product B,South,1619.17,2024
451,Product C,East,4078.64,2022
452,Product D,East,4349.05,2026
453,Product E,South,3397.74,2022
454,Product E,South,330.13,2022
455,Product D,East,2874.98,2023
456,Product B,East,3840.15,2026
457,Product E,West,768.86,2022
458,Product C,South,1220.49,2024
459,Product B,South,4424.23,2025
460,Product C,West,198.6,2026
461,Product A,South,3788.36,2023
462,Product B,North,2421.49,2026
463,Product E,South,2289.18,2023
464,Product B,West,134.77,2025
465,Product B,North,4115.05,2024
466,Product B,East,1863.14,2022
467,Product B,West,2749.75,2026
468,Product C,West,3418.77,2023
469,Product A,East,3542.88,2025
470,Product D,West,4784.3,2022
471,Product B,South,2703.57,2025
472,Product E,East,2058.63,2024
473,Product B,West,4773.15,2022
474,Product E,East,3246.34,2022
475,Product C,East,1560.94,2022
476,Product E,East,719.67,2023
477,Product D,North,4228.52,2022
478,Product A,West,1874.69,2025
479,Product E,North,3336.3,2023
480,Product E,West,2407.0,2022
481,Product A,South,1074.76,2025
482,Product D,South,3048.26,2025
483,Product B,South,397.35,2026
484,Product E,West,2125.38,2025
485,Product A,East,2778.41,2024
486,Product C,East,2236.63,2022
487,Product A,North,3768.49,2022
488,Product C,North,4156.83,2022
489,Product D,South,3879.09,2025
490,Product B,North,290.18,2025
491,Product A,West,1051.23,2022
492,Product E,West,2729.38,2023
493,Product D,North,4680.63,2023
494,Product A,North,4191.29,2024
495,Product E,North,4228.42,2026
496,Product A,North,1585.72,2024
497,Product C,South,2204.29,2022
498,Product A,South,2406.46,2022
499,Product A,North,871.12,2022
500,Product A,West,252.23,2026
501,Product D,South,4739.82,2025
502,Product A,West,1279.49,2026
503,Product E,East,1275.75,2024
504,Product C,West,508.56,2025
505,Product C,North,4649.69,2025
506,Product A,East,2940.71,2024
507,Product D,South,3368.48,2025
508,Product D,South,4566.73,2023
509,Product E,East,1793.54,2024
510,Product A,West,3145.39,2024
511,Product C,South,290.12,2023
512,Product D,North,1015.19,2026
513,Product A,East,4173.1,2026
514,Product D,North,3857.16,2026
515,Product D,East,1818.15,2025
516,Product C,South,1946.37,2023
517,Product B,West,2714.42,2024
518,Product E,East,101.18,2024
519,Product E,East,1282.1,2024
520,Product C,North,1120.34,2025
521,Product D,South,1327.37,2025
522,Product A,North,4048.94,2026
523,Product D,South,1470.4,2025
524,Product C,North,1038.45,2026
525,Product E,East,2570.89,2026
526,Product D,North,4341.66,2024
527,Product E,West,1282.61,2025
528,Product A,South,484.83,2026
529,Product E,South,1846.38,2023
530,Product E,East,3763.49,2023
531,Product B,South,2798.38,2025
532,Product B,West,4102.29,2024
533,Product B,North,4802.0,2024
534,Product E,East,3984.05,2026
535,Product C,West,3058.64,2025
536,Product E,South,2517.37,2023
537,Product C,South,296.34,2026
538,Product C,West,4923.18,2026
539,Product B,North,1979.06,2022
540,Product D,North,845.92,2025
541,Product A,East,3366.87,2026
542,Product B,South,1493.01,2023
543,Product B,West,2970.31,2022
544,Product D,North,2975.16,2023
545,Product A,East,2284.08,2024
546,Product E,South,4196.98,2022
547,Product E,South,1398.34,2022
548,Product B,East,2298.3,2026
549,Product A,East,2734.69,2024
550,Product B,North,3351.76,2026
551,Product C,West,3941.46,2025
552,Product B,South,2034.56,2023
553,Product B,West,3265.63,2023
554,Product E,South,837.99,2026
555,Product E,South,4669.98,2023
556,Product E,West,1976.99,2023
557,Product C,East,3674.65,2025
558,Product E,North,199.67,2024
559,Product A,South,1105.42,2022
560,Product D,East,2486.7,2026
561,Product A,South,4403.44,2026
562,Product A,North,2683.55,2025
563,Product E,South,4656.37,2025
564,Product D,North,2470.6,2022
565,Product D,North,2503.2,2024
566,Product D,South,686.76,2026
567,Product C,South,4033.02,2025
568,Product E,North,1310.13,2026
569,Product D,East,4508.1,2023
570,Product C,West,4563.04,2026
571,Product B,North,4722.22,2024
572,Product B,South,2649.13,2024
573,Product C,South,3417.76,2026
574,Product C,East,3914.73,2023
575,Product E,West,741.97,2024
576,Product E,North,3044.69,2025
577,Product B,North,268.06,2026
578,Product D,West,2538.07,2023
579,Product B,North,858.73,2025
580,Product D,West,996.32,2026
581,Product D,South,1888.73,2023
582,Product E,West,2218.94,2025
583,Product A,North,3153.54,2024
584,Product A,West,464.7,2026
585,Product C,East,2568.09,2026
586,Product E,South,994.86,2024
587,Product D,South,2912.48,2022
588,Product A,West,3223.28,2025
589,Product D,North,2827.88,2024
590,Product A,East,3717.65,2026
591,Product A,South,1744.49,2025
592,Product A,South,3849.02,2025
593,Product E,North,2220.56,2022
594,Product B,North,2472.5,2026
595,Product D,East,3275.7,2023
596,Product E,West,189.96,2022
597,Product E,North,3304.57,2022
598,Product E,West,3131.07,2023
599,Product E,East,1618.25,2023
600,Product E,West,520.39,2022
601,Product C,South,545.58,2025
602,Product D,West,4623.8,2024
603,Product E,East,3477.47,2024
604,Product D,East,722.8,2022
605,Product C,East,1847.94,2025
606,Product C,West,3003.17,2023
607,Product D,South,4194.3,2022
608,Product A,North,313.94,2026
609,Product B,South,1259.5,2025
610,Product A,West,4459.77,2026
611,Product A,West,144.91,2026
612,Product A,North,1086.86,2022
613,Product E,West,4799.22,2025
614,Product C,East,3105.67,2026
615,Product A,East,1382.19,2025
616,Product C,East,428.26,2024
617,Product D,East,238.14,2026
618,Product B,East,1299.25,2026
619,Product D,West,4419.28,2025
620,Product D,North,2137.98,2024
621,Product E,North,3629.63,2026
622,Product B,East,4599.6,2022
623,Product D,West,2099.4,2025
624,Product D,South,1037.26,2025
625,Product B,South,2633.88,2026
626,Product B,West,4549.61,2024
627,Product D,East,4041.43,2026
628,Product B,North,422.57,2023
629,Product D,West,3493.61,2026
630,Product D,South,2902.3,2023
631,Product E,South,4546.57,2022
632,Product A,South,700.16,2025
633,Product D,East,2716.78,2025
634,Product C,South,4409.37,2024
635,Product A,West,2109.12,2026
636,Product A,West,2461.78,2022
637,Product A,South,445.26,2023
638,Product E,West,1462.9,2024
639,Product D,South,1690.08,2022
640,Product E,South,4731.1,2022
641,Product D,North,1485.07,2023
642,Product E,East,2358.26,2023
643,Product E,East,3389.39,2025
644,Product C,North,894.7,2026
645,Product E,North,2483.57,2024
646,Product B,East,3718.84,2026
647,Product C,South,4347.59,2024
648,Product E,South,3168.67,2022
649,Product A,East,3378.36,2023
650,Product B,South,718.79,2023
651,Product B,North,4734.3,2022
652,Product B,South,749.61,2022
653,Product C,South,3895.9,2024
654,Product E,West,1397.6,2022
655,Product E,West,4674.61,2024
656,Product A,West,3627.8,2026
657,Product A,South,3793.69,2023
658,Product B,East,1173.39,2023
659,Product A,North,2270.9,2023
660,Product C,South,3127.28,2026
661,Product E,East,3872.87,2026
662,Product B,South,609.4,2025
663,Product A,North,4815.59,2024
664,Product C,South,4462.08,2024
665,Product C,North,1424.71,2025
666,Product A,South,4131.53,2023
667,Product E,North,2639.79,2024
668,Product A,South,2362.85,2024
669,Product B,North,1640.73,2023
670,Product A,West,2946.75,2022
671,Product C,South,3676.46,2022
672,Product A,South,2113.57,2025
673,Product E,East,3183.17,2026
674,Product D,East,3526.63,2024
675,Product A,North,3584.5,2024
676,Product E,South,354.63,2025
677,Product E,North,4312.76,2025
678,Product C,West,2345.44,2024
679,Product E,East,1385.84,2023
680,Product E,North,1284.65,2023
681,Product E,North,2466.77,2026
682,Product E,East,4445.47,2024
683,Product B,South,1953.9,2024
684,Product B,North,3773.66,2024
685,Product C,East,574.41,2024
686,Product A,South,2432.68,2025
687,Product E,West,4959.26,2022
688,Product A,East,3875.15,2024
689,Product A,North,1131.59,2022
690,Product C,West,2557.06,2023
691,Product E,South,1244.76,2026
692,Product E,South,2106.85,2023
693,Product D,East,3922.41,2024
694,Product A,East,3879.0,2023
695,Product A,East,1217.69,2025
696,Product B,South,4618.89,2022
697,Product D,West,3003.58,2024
698,Product B,South,1961.63,2025
699,Product B,North,2559.48,2022
700,Product B,South,3064.85,2025
701,Product C,North,2843.46,2023
702,Product C,West,2483.38,2024
703,Product B,East,2574.17,2023
704,Product D,East,964.42,2026
705,Product A,South,4082.39,2024
706,Product D,East,2754.63,2023
707,Product E,West,742.29,2024
708,Product C,East,3854.17,2022
709,Product A,South,4668.98,2024
710,Product A,West,4741.8,2024
711,Product E,North,1908.19,2022
712,Product E,South,764.03,2023
713,Product B,North,2640.16,2024
714,Product C,West,651.79,2025
715,Product C,South,4676.54,2024
716,Product D,South,999.54,2023
717,Product B,West,1338.55,2022
718,Product B,East,2092.52,2023
719,Product B,South,1977.51,2026
720,Product B,South,3993.85,2024
721,Product C,North,2335.95,2024
722,Product C,East,936.76,2022
723,Product B,North,1409.33,2024
724,Product D,North,2594.66,2025
725,Product A,East,822.52,2025
726,Product A,East,3097.11,2023
727,Product D,West,2872.16,2022
728,Product B,East,3602.04,2026
729,Product C,South,4694.75,2023
730,Product A,East,4570.05,2022
731,Product E,West,4735.77,2022
732,Product E,West,1299.11,2023
733,Product D,West,744.67,2023
734,Product B,East,1581.16,2024
735,Product A,East,4485.92,2026
736,Product B,North,4863.06,2025
737,Product A,North,4310.69,2024
738,Product D,South,639.09,2022
739,Product D,North,4742.4,2026
740,Product E,South,2174.45,2026
741,Product B,West,145.62,2023
742,Product E,North,2267.73,2026
743,Product B,East,325.74,2026
744,Product E,North,2765.0,2022
745,Product C,South,1758.91,2024
746,Product C,North,2419.83,2026
747,Product C,West,3104.53,2023
748,Product C,East,4357.13,2024
749,Product A,South,3343.32,2023
750,Product C,East,2226.84,2026
751,Product D,East,4115.2,2024
752,Product D,South,4537.35,2026
753,Product A,East,686.82,2022
754,Product C,East,2706.47,2024
755,Product C,North,1494.11,2023
756,Product C,East,330.6,2022
757,Product E,East,3375.88,2025
758,Product B,East,4327.58,2023
759,Product E,East,898.22,2026
760,Product B,South,4080.83,2023
761,Product C,West,4281.64,2025
762,Product C,North,4580.27,2023
763,Product E,East,1399.9,2022
764,Product E,East,4529.37,2023
765,Product B,South,1671.25,2024
766,Product D,West,2806.46,2025
767,Product B,East,347.49,2023
768,Product E,South,315.02,2025
769,Product E,North,3629.83,2022
770,Product A,North,2277.95,2024
771,Product E,East,1355.83,2026
772,Product A,East,1033.03,2023
773,Product D,West,3382.77,2022
774,Product B,West,101.97,2025
775,Product B,East,4048.87,2025
776,Product A,South,488.32,2022
777,Product B,West,1038.3,2023
778,Product E,East,1992.56,2026
779,Product C,West,2475.81,2023
780,Product A,East,1839.48,2024
781,Product B,North,1671.49,2023
782,Product A,East,4823.19,2024
783,Product A,North,3243.74,2025
784,Product C,West,214.82,2024
785,Product E,East,2207.86,2026
786,Product A,West,4387.54,2022
787,Product B,North,1577.14,2024
788,Product D,East,563.33,2023
789,Product A,West,3816.09,2024
790,Product A,North,3069.47,2025
791,Product C,West,2894.53,2024
792,Product E,South,362.53,2026
793,Product D,North,788.45,2024
794,Product B,North,3150.49,2026
795,Product D,North,1118.34,2023
796,Product B,East,2569.94,2025
797,Product E,East,2769.92,2022
798,Product B,East,1489.19,2023
799,Product C,South,4747.28,2023
800,Product C,South,4228.07,2022
801,Product C,North,3639.63,2024
802,Product C,South,482.17,2024
803,Product D,West,620.04,2024
804,Product E,North,2514.63,2025
805,Product B,North,887.5,2023
806,Product B,West,4893.5,2026
807,Product C,North,876.75,2022
808,Product C,South,2488.59,2023
809,Product A,East,1884.19,2024
810,Product E,West,3232.99,2022
811,Product D,South,732.28,2026
812,Product B,West,2208.55,2023
813,Product A,West,1446.05,2023
814,Product A,North,4449.98,2025
815,Product B,North,298.87,2023
816,Product D,South,4577.26,2023
817,Product A,West,4181.67,2026
818,Product A,North,1558.1,2026
819,Product E,North,3967.52,2022
820,Product D,West,252.95,2024
821,Product A,South,4837.64,2026
822,Product D,South,2680.32,2022
823,Product B,West,1586.08,2023
824,Product C,South,1876.66,2022
825,Product A,North,425.39,2022
826,Product E,West,4947.81,2022
827,Product B,North,292.53,2022
828,Product D,East,3309.04,2026
829,Product B,East,2269.41,2024
830,Product A,South,4749.69,2022
831,Product D,East,1305.4,2025
832,Product C,North,2707.23,2023
833,Product B,East,2463.55,2023
834,Product A,North,3544.05,2023
835,Product E,South,433.25,2023
836,Product D,South,1049.57,2023
837,Product B,North,1151.37,2022
838,Product B,East,3716.94,2024
839,Product C,South,1026.78,2025
840,Product C,West,2910.11,2026
841,Product E,South,1154.69,2025
842,Product E,East,4321.96,2026
843,Product A,West,4716.71,2026
844,Product A,East,2640.62,2025
845,Product E,North,1826.31,2022
846,Product E,West,1246.88,2023
847,Product D,East,343.93,2022
848,Product C,West,1415.65,2023
849,Product A,East,3305.76,2024
850,Product C,West,2714.72,2026
851,Product C,East,4725.8,2025
852,Product E,North,2041.76,2024
853,Product D,West,3499.93,2023
854,Product B,West,2497.68,2022
855,Product D,West,2611.62,2025
856,Product D,West,1412.09,2026
857,Product C,North,2329.26,2024
858,Product D,West,2406.85,2026
859,Product A,South,3562.55,2023
860,Product C,North,4709.14,2026
861,Product A,South,1713.67,2022
862,Product B,West,306.78,2024
863,Product C,East,2531.85,2024
864,Product B,South,2767.86,2022
865,Product C,West,925.36,2026
866,Product E,South,3826.28,2022
867,Product D,West,4926.15,2025
868,Product E,West,4734.3,2022
869,Product B,West,1065.82,2026
870,Product D,East,4389.28,2022
871,Product C,South,3552.02,2023
872,Product D,North,2323.85,2022
873,Product A,North,2748.99,2022
874,Product D,North,4263.04,2026
875,Product A,North,2452.66,2025
876,Product D,West,1928.72,2025
877,Product A,South,2516.91,2026
878,Product B,South,2937.74,2026
879,Product E,East,1026.48,2026
880,Product C,South,4514.45,2023
881,Product D,South,3403.52,2024
882,Product E,South,3203.02,2022
